ref,brand,kind,source,value_usd,confidence,ts
191919,,MARK,dealer_crawl,205.0,EST,2026-08-20T04:37:49+00:00
191919,,MARK,dealer_crawl,15077.0,EST,2026-08-20T04:37:49+00:00
191919,,MARK,dealer_crawl,12007.0,EST,2026-08-20T04:37:49+00:00
191919,,MARK,dealer_crawl,12608.0,EST,2026-08-20T04:37:49+00:00
191919,,MARK,dealer_crawl,27000.0,EST,2026-08-20T04:37:49+00:00
191919,,MARK,dealer_crawl,9867.0,EST,2026-08-20T04:37:49+00:00
191919,,MARK,dealer_crawl,23977.0,EST,2026-08-20T04:37:49+00:00
191919,,MARK,dealer_crawl,12930.0,EST,2026-08-20T04:37:49+00:00
191919,,MARK,dealer_crawl,24417.0,EST,2026-08-20T04:37:49+00:00
191919,,MARK,dealer_crawl,20384.0,EST,2026-08-20T04:37:49+00:00
191919,,MARK,dealer_crawl,24340.0,EST,2026-08-20T04:37:49+00:00
191919,,MARK,dealer_crawl,894.0,EST,2026-08-20T04:37:49+00:00
191919,,MARK,dealer_crawl,176.0,EST,2026-08-20T04:37:49+00:00
191919,,MARK,dealer_crawl,1092.0,EST,2026-08-20T04:37:49+00:00
191919,,MARK,dealer_crawl,38874.0,EST,2026-08-21T21:45:17+00:00
191919,,MARK,dealer_crawl,7500.0,EST,2026-08-21T21:45:17+00:00
191919,,MARK,dealer_crawl,611.0,EST,2026-08-21T21:45:17+00:00
191919,,MARK,dealer_crawl,3485.0,EST,2026-08-21T21:45:17+00:00
191919,,MARK,dealer_crawl,3232.0,EST,2026-08-21T21:45:17+00:00
191919,,MARK,dealer_crawl,13500.0,EST,2026-08-21T21:45:17+00:00
191919,,MARK,dealer_crawl,121.0,EST,2026-08-21T21:45:17+00:00
191919,,MARK,dealer_crawl,4421.0,EST,2026-08-21T21:45:17+00:00
191919,,MARK,dealer_crawl,326.0,EST,2026-08-21T21:45:17+00:00
191919,,MARK,dealer_crawl,9459.0,EST,2026-08-21T21:45:17+00:00
191919,,MARK,dealer_crawl,2160.0,EST,2026-08-21T21:45:18+00:00
191919,,MARK,dealer_crawl,3295.0,EST,2026-08-21T21:45:18+00:00
191919,,MARK,dealer_crawl,2769.0,EST,2026-08-21T21:45:18+00:00
191919,,MARK,dealer_crawl,13771.0,EST,2026-08-21T21:45:19+00:00
191919,,MARK,dealer_crawl,49872.0,EST,2026-08-21T21:45:19+00:00
191919,,MARK,dealer_crawl,18500.0,EST,2026-08-21T21:45:19+00:00
191919,,MARK,dealer_crawl,60943.0,EST,2026-08-21T21:45:19+00:00
191919,,MARK,dealer_crawl,2263.0,EST,2026-08-21T21:45:20+00:00
191919,,MARK,dealer_crawl,179.0,EST,2026-08-21T21:45:20+00:00
191919,,MARK,dealer_crawl,773.0,EST,2026-08-21T21:45:20+00:00
191919,,MARK,dealer_crawl,898.0,EST,2026-08-21T21:45:20+00:00
191919,,MARK,dealer_crawl,766.0,EST,2026-08-21T21:45:20+00:00
191919,,MARK,dealer_crawl,1078.0,EST,2026-08-21T21:45:20+00:00
191919,,MARK,dealer_crawl,1000.0,EST,2026-08-21T21:45:20+00:00
191919,,MARK,dealer_crawl,5029.0,EST,2026-08-21T21:45:21+00:00
191919,,MARK,dealer_crawl,6105.0,EST,2026-08-21T21:45:21+00:00
191919,,MARK,dealer_crawl,3200.0,EST,2026-08-21T21:45:21+00:00
191919,,MARK,dealer_crawl,1814.0,EST,2026-08-21T21:45:21+00:00
191919,,MARK,dealer_crawl,4195.0,EST,2026-08-21T21:45:21+00:00
191919,,MARK,dealer_crawl,4418.0,EST,2026-08-21T21:45:21+00:00
191919,,MARK,dealer_crawl,8985.0,EST,2026-08-21T21:45:21+00:00
191919,,MARK,dealer_crawl,52009.0,EST,2026-08-21T21:45:21+00:00
191919,,MARK,dealer_crawl,21190.0,EST,2026-08-21T21:45:21+00:00
191919,,MARK,dealer_crawl,4573.0,EST,2026-08-21T21:45:21+00:00
191919,,MARK,dealer_crawl,12501.0,EST,2026-08-21T21:45:22+00:00
191919,,MARK,dealer_crawl,4500.0,EST,2026-08-21T21:45:23+00:00
191919,,MARK,dealer_crawl,6200.0,EST,2026-08-21T21:45:23+00:00
191919,,MARK,dealer_crawl,22390.0,EST,2026-08-21T21:45:23+00:00
191919,,MARK,dealer_crawl,14966.0,EST,2026-08-21T21:45:23+00:00
191919,,MARK,dealer_crawl,7841.0,EST,2026-08-21T21:45:23+00:00
191919,,MARK,dealer_crawl,4878.0,EST,2026-08-21T21:45:23+00:00
191919,,MARK,dealer_crawl,5290.0,EST,2026-08-21T21:45:23+00:00
191919,,MARK,dealer_crawl,6534.0,EST,2026-08-21T21:45:23+00:00
191919,,MARK,dealer_crawl,4573.0,EST,2026-08-21T21:45:23+00:00
191919,,MARK,dealer_crawl,4878.0,EST,2026-08-21T21:45:23+00:00
191919,,MARK,dealer_crawl,4269.0,EST,2026-08-21T21:45:23+00:00
191919,,MARK,dealer_crawl,6585.0,EST,2026-08-21T21:45:23+00:00
191919,,MARK,dealer_crawl,1119.0,EST,2026-08-21T21:45:24+00:00
191919,,MARK,dealer_crawl,659.0,EST,2026-08-21T21:45:24+00:00
191919,,MARK,dealer_crawl,616.0,EST,2026-08-21T21:45:24+00:00
191919,,MARK,dealer_crawl,197.0,EST,2026-08-21T21:45:24+00:00
191919,,MARK,dealer_crawl,5599.0,EST,2026-08-21T21:45:24+00:00
191919,,MARK,dealer_crawl,4704.0,EST,2026-08-21T21:45:24+00:00
191919,,MARK,dealer_crawl,4221.0,EST,2026-08-21T21:45:24+00:00
191919,,MARK,dealer_crawl,17515.0,EST,2026-08-21T21:45:24+00:00
191919,,MARK,dealer_crawl,10519.0,EST,2026-08-21T21:45:24+00:00
191919,,MARK,dealer_crawl,4555.0,EST,2026-08-21T21:45:24+00:00
191919,,MARK,dealer_crawl,1543.0,EST,2026-08-21T21:45:24+00:00
191919,,MARK,dealer_crawl,747.0,EST,2026-08-21T21:45:24+00:00
191919,,MARK,dealer_crawl,30854.0,EST,2026-08-21T21:45:25+00:00
191919,,MARK,dealer_crawl,12095.0,EST,2026-08-21T21:45:25+00:00
191919,,MARK,dealer_crawl,57809.0,EST,2026-08-21T21:45:25+00:00
191919,,MARK,dealer_crawl,50467.0,EST,2026-08-21T21:45:25+00:00
191919,,MARK,dealer_crawl,175.0,EST,2026-08-21T21:45:25+00:00
191919,,MARK,dealer_crawl,18294.0,EST,2026-08-21T21:45:25+00:00
191919,,MARK,dealer_crawl,25916.0,EST,2026-08-21T21:45:25+00:00
191919,,MARK,dealer_crawl,120.0,EST,2026-08-21T21:45:25+00:00
191919,,MARK,dealer_crawl,117.0,EST,2026-08-21T21:45:25+00:00
191919,,MARK,dealer_crawl,5975.0,EST,2026-08-21T21:45:25+00:00
191919,,MARK,dealer_crawl,4819.0,EST,2026-08-21T21:45:25+00:00
191919,,MARK,dealer_crawl,13068.0,EST,2026-08-21T21:45:25+00:00
191919,,MARK,dealer_crawl,588.0,EST,2026-08-21T21:45:25+00:00
191919,,MARK,dealer_crawl,7187.0,EST,2026-08-21T21:45:25+00:00
191919,,MARK,dealer_crawl,3790.0,EST,2026-08-21T21:45:25+00:00
191919,,MARK,dealer_crawl,7710.0,EST,2026-08-21T21:45:25+00:00
191919,,MARK,dealer_crawl,256.0,EST,2026-08-21T21:45:25+00:00
191919,,MARK,dealer_crawl,8195.0,EST,2026-08-21T21:45:25+00:00
191919,,MARK,dealer_crawl,6475.0,EST,2026-08-21T21:45:25+00:00
191919,,MARK,dealer_crawl,4005.0,EST,2026-08-21T21:45:25+00:00
191919,,MARK,dealer_crawl,816.0,EST,2026-08-21T21:45:25+00:00
191919,,MARK,dealer_crawl,3905.0,EST,2026-08-21T21:45:25+00:00
191919,,MARK,dealer_crawl,7651.0,EST,2026-08-21T21:45:26+00:00
191919,,MARK,dealer_crawl,7838.0,EST,2026-08-21T21:45:26+00:00
191919,,MARK,dealer_crawl,19483.0,EST,2026-08-21T21:45:26+00:00
191919,,MARK,dealer_crawl,6932.0,EST,2026-08-21T21:45:26+00:00
191919,,MARK,dealer_crawl,6994.0,EST,2026-08-21T21:45:26+00:00
191919,,MARK,dealer_crawl,28995.0,EST,2026-08-21T21:45:26+00:00
191919,,MARK,dealer_crawl,7514.0,EST,2026-08-21T21:45:26+00:00
191919,,MARK,dealer_crawl,3207.0,EST,2026-08-21T21:45:26+00:00
192.029,A. Lange & Söhne,MARK,manual_check,40373.0,VERIFIED,2026-08-09
192.032,A. Lange & Söhne,MARK,manual_check,35690.0,VERIFIED,2026-08-09
20.10.38.20.01.001,Omega,MARK,manual_check,4266.0,VERIFIED,2026-08-09
20.10.38.20.03.001,Omega,MARK,manual_check,4513.0,VERIFIED,2026-08-09
20.10.40.20.01.001,Omega,MARK,manual_check,3290.0,VERIFIED,2026-08-09
20.10.40.20.03.001,Omega,MARK,manual_check,3377.0,VERIFIED,2026-08-09
20.10.41.21.01.001,Omega,MARK,manual_check,3947.0,VERIFIED,2026-08-09
20.10.41.21.01.002,Omega,MARK,manual_check,5263.0,VERIFIED,2026-08-09
20.10.41.21.02.001,Omega,MARK,manual_check,4459.0,VERIFIED,2026-08-09
20.10.41.21.03.001,Omega,MARK,manual_check,4389.0,VERIFIED,2026-08-09
20.10.41.21.03.002,Omega,MARK,manual_check,4441.0,VERIFIED,2026-08-09
20.10.41.21.03.004,Omega,MARK,manual_check,4630.0,VERIFIED,2026-08-09
20.10.41.21.03.006,Omega,MARK,manual_check,6003.0,VERIFIED,2026-08-09
20.10.41.21.06.001,Omega,MARK,manual_check,4330.0,VERIFIED,2026-08-09
20.10.41.21.10.001,Omega,MARK,manual_check,4552.0,VERIFIED,2026-08-09
20.10.43.22.03.001,Omega,MARK,manual_check,7072.0,VERIFIED,2026-08-09
20.12.41.21.02.002,Omega,MARK,manual_check,4540.0,VERIFIED,2026-08-09
20.12.41.21.03.002,Omega,MARK,manual_check,4084.0,VERIFIED,2026-08-09
20.12.43.22.03.001,Omega,MARK,manual_check,6736.0,VERIFIED,2026-08-09
20023,,MARK,engine_median,2206.56,DERIVED,2026-08-14T21:47:56.498486+00:00
201.027,A. Lange & Söhne,MARK,manual_check,16629.0,VERIFIED,2026-08-09
201.033,A. Lange & Söhne,MARK,manual_check,15662.0,VERIFIED,2026-08-09
20447,,MARK,engine_median,2071.79,DERIVED,2026-08-13T12:05:36.604874+00:00
205.086,A. Lange & Söhne,MARK,manual_check,23673.0,VERIFIED,2026-08-09
20521,,MARK,engine_median,1116.0,DERIVED,2026-08-13T12:05:36.604874+00:00
2067RKY99W,,MARK,engine_median,22213.84,DERIVED,2026-08-13T12:05:36.604874+00:00
21.10.42.50.01.001,Omega,MARK,manual_check,4361.0,VERIFIED,2026-08-09
210.20.44.51.01.001,Omega,MARK,engine_median,17298.0,DERIVED,2026-08-13T12:05:36.604874+00:00
210.20.44.51.03.001,Omega,MARK,engine_median,11067.0,DERIVED,2026-08-13T12:05:36.604874+00:00
210.22.42.20.01.001,Omega,MARK,engine_median,6080.5,DERIVED,2026-08-20T19:55:02.750956+00:00
210.22.42.20.01.002,Omega,MARK,manual_check,5818.0,VERIFIED,2026-08-09
210.22.42.20.01.002,Omega,MARK,engine_median,8742.0,DERIVED,2026-08-13T12:05:36.604874+00:00
210.22.42.20.01.004,Omega,MARK,manual_check,7874.0,VERIFIED,2026-08-09
210.22.42.20.01.004,Omega,MARK,engine_median,7014.9,DERIVED,2026-08-13T12:05:36.604874+00:00
210.22.42.20.03.001,,MARK,engine_median,4774.66,DERIVED,2026-08-16T06:20:51.808998+00:00
210.22.42.20.03.002,Omega,MARK,manual_check,5771.0,VERIFIED,2026-08-09
210.22.42.20.03.002,Omega,MSRP,watchbase,9600.0,VERIFIED,2026-08-13T12:05:36+00:00
210.22.42.20.03.002,Omega,MARK,engine_median,6267.36,DERIVED,2026-08-13T12:05:36.604874+00:00
210.22.44.51.03.001,Omega,MARK,engine_median,13020.0,DERIVED,2026-08-13T12:05:36.604874+00:00
210.22.44.51.03.001,Omega,MARK,engine_median,6901.46,DERIVED,2026-08-16T10:01:25.617322+00:00
210.22.44.51.03.001,Omega,MARK,engine_median,13020.0,DERIVED,2026-08-16T21:41:16.998484+00:00
210.30.42.20.01.001,Omega,MARK,manual_check,4339.0,VERIFIED,2026-08-09
210.30.42.20.01.001,Omega,MSRP,watchbase,6700.0,VERIFIED,2026-08-13T12:05:36+00:00
210.30.42.20.01.001,Omega,MARK,engine_median,4743.0,DERIVED,2026-08-13T12:05:36.604874+00:00
210.30.42.20.01.002,Omega,MARK,engine_median,7440.0,DERIVED,2026-08-13T12:05:36.604874+00:00
210.30.42.20.01.010,Omega,MARK,manual_check,5537.0,VERIFIED,2026-08-09
210.30.42.20.01.010,Omega,MSRP,watchbase,7300.0,VERIFIED,2026-08-13T12:05:36+00:00
210.30.42.20.01.010,Omega,MARK,engine_median,6789.0,DERIVED,2026-08-13T12:05:36.604874+00:00
210.30.42.20.01.018,Omega,MSRP,watchbase,7300.0,VERIFIED,2026-08-13T12:05:36+00:00
210.30.42.20.01.018,Omega,MARK,engine_median,6789.0,DERIVED,2026-08-13T12:05:36.604874+00:00
210.30.42.20.03.001,Omega,MARK,manual_check,4420.0,VERIFIED,2026-08-09
210.30.42.20.03.001,Omega,MSRP,watchbase,6700.0,VERIFIED,2026-08-13T12:05:36+00:00
210.30.42.20.03.001,Omega,MARK,engine_median,4465.5,DERIVED,2026-08-13T12:05:36.604874+00:00
210.30.42.20.03.001,Omega,MARK,engine_median,6231.0,DERIVED,2026-08-21T21:45:15.687735+00:00
210.30.42.20.03.002,Omega,MARK,manual_check,6948.0,VERIFIED,2026-08-09
210.30.42.20.03.002,Omega,MARK,engine_median,8742.0,DERIVED,2026-08-13T12:05:36.604874+00:00
210.30.42.20.03.002,Omega,MARK,engine_median,5838.06,DERIVED,2026-08-16T10:01:25.617322+00:00
210.30.42.20.03.002,Omega,MARK,engine_median,8742.0,DERIVED,2026-08-16T21:41:16.998484+00:00
210.30.42.20.03.003,Omega,MARK,manual_check,4856.0,VERIFIED,2026-08-09
210.30.42.20.03.003,Omega,MARK,engine_median,6603.0,DERIVED,2026-08-13T12:05:36.604874+00:00
210.30.42.20.04.001,Omega,MARK,manual_check,4422.0,VERIFIED,2026-08-09
210.30.42.20.04.001,Omega,MSRP,watchbase,6700.0,VERIFIED,2026-08-13T12:05:36+00:00
210.30.42.20.04.001,Omega,MARK,engine_median,4521.46,DERIVED,2026-08-13T12:05:36.604874+00:00
210.30.42.20.04.002,Omega,MARK,engine_median,6789.0,DERIVED,2026-08-13T12:05:36.604874+00:00
210.30.42.20.06.001,Omega,MARK,manual_check,4016.0,VERIFIED,2026-08-09
210.30.42.20.06.001,Omega,MARK,engine_median,4830.72,DERIVED,2026-08-13T12:05:36.604874+00:00
210.30.42.20.06.001,Omega,MARK,engine_median,3415.16,DERIVED,2026-08-13T22:07:35.994213+00:00
210.30.42.20.06.001,Omega,MARK,engine_median,4830.72,DERIVED,2026-08-14T21:47:56.498486+00:00
210.30.42.20.06.001,Omega,MARK,engine_median,4185.0,DERIVED,2026-08-15T21:41:53.174601+00:00
210.30.42.20.06.002,Omega,MARK,manual_check,5594.0,VERIFIED,2026-08-09
210.30.42.20.06.002,Omega,MSRP,watchbase,7300.0,VERIFIED,2026-08-13T12:05:36+00:00
210.30.42.20.06.002,Omega,MARK,engine_median,6789.0,DERIVED,2026-08-13T12:05:36.604874+00:00
210.30.42.20.10,Omega,MARK,manual_check,4942.0,VERIFIED,2026-08-09
210.30.42.20.10.001,Omega,MARK,manual_check,4942.0,VERIFIED,2026-08-09
210.30.42.20.10.001,Omega,MSRP,watchbase,6700.0,VERIFIED,2026-08-13T12:05:36+00:00
210.30.42.20.10.001,Omega,MARK,engine_median,6231.0,DERIVED,2026-08-13T12:05:36.604874+00:00
210.30.44.51.01.001,Omega,MARK,manual_check,5457.0,VERIFIED,2026-08-09
210.30.44.51.01.001,Omega,MSRP,watchbase,9600.0,VERIFIED,2026-08-13T12:05:36+00:00
210.30.44.51.01.001,Omega,MARK,engine_median,8928.0,DERIVED,2026-08-13T12:05:36.604874+00:00
210.30.44.51.01.001,Omega,MARK,engine_median,4611.55,DERIVED,2026-08-13T22:07:35.994213+00:00
210.30.44.51.01.001,Omega,MARK,engine_median,8928.0,DERIVED,2026-08-14T21:47:56.498486+00:00
210.30.44.51.01.001,Omega,MARK,engine_median,4611.55,DERIVED,2026-08-16T10:01:25.617322+00:00
210.30.44.51.01.001,Omega,MARK,engine_median,8928.0,DERIVED,2026-08-17T21:49:35.588367+00:00
210.30.44.51.03.001,Omega,MARK,engine_median,8928.0,DERIVED,2026-08-13T12:05:36.604874+00:00
210.30.44.51.03.002,Omega,MSRP,watchbase,13400.0,VERIFIED,2026-08-13T12:05:36+00:00
210.30.44.51.03.002,Omega,MARK,engine_median,5590.41,DERIVED,2026-08-13T12:05:36.604874+00:00
210.30.44.51.06.001,Omega,MARK,engine_median,8928.0,DERIVED,2026-08-13T12:05:36.604874+00:00
210.32.42.20.01.001,Omega,MARK,manual_check,4417.0,VERIFIED,2026-08-09
210.32.42.20.01.001,Omega,MARK,engine_median,5859.0,DERIVED,2026-08-13T12:05:36.604874+00:00
210.32.42.20.01.001,Omega,MARK,engine_median,4556.07,DERIVED,2026-08-14T21:47:56.498486+00:00
210.32.42.20.01.001,Omega,MARK,engine_median,5859.0,DERIVED,2026-08-16T06:20:51.808998+00:00
210.32.42.20.01.003,Omega,MARK,manual_check,5286.0,VERIFIED,2026-08-09
210.32.42.20.01.003,Omega,MSRP,watchbase,6900.0,VERIFIED,2026-08-13T12:05:36+00:00
210.32.42.20.01.003,Omega,MARK,engine_median,6417.0,DERIVED,2026-08-13T12:05:36.604874+00:00
210.32.42.20.01.005,Omega,MARK,engine_median,6417.0,DERIVED,2026-08-13T12:05:36.604874+00:00
210.32.42.20.01.006,Omega,MSRP,watchbase,6900.0,VERIFIED,2026-08-13T12:05:36+00:00
210.32.42.20.01.006,Omega,MARK,engine_median,6417.0,DERIVED,2026-08-13T12:05:36.604874+00:00
210.32.42.20.03.001,Omega,MARK,manual_check,4191.0,VERIFIED,2026-08-09
210.32.42.20.03.001,Omega,MSRP,watchbase,6300.0,VERIFIED,2026-08-13T12:05:36+00:00
210.32.42.20.03.001,Omega,MARK,engine_median,5859.0,DERIVED,2026-08-13T12:05:36.604874+00:00
210.32.42.20.03.002,Omega,MARK,manual_check,4829.0,VERIFIED,2026-08-09
210.32.42.20.03.002,Omega,MARK,engine_median,6231.0,DERIVED,2026-08-13T12:05:36.604874+00:00
210.32.42.20.04.001,Omega,MARK,manual_check,4266.0,VERIFIED,2026-08-09
210.32.42.20.04.001,Omega,MSRP,watchbase,6300.0,VERIFIED,2026-08-13T12:05:36+00:00
210.32.42.20.04.001,Omega,MARK,engine_median,4241.66,DERIVED,2026-08-13T12:05:36.604874+00:00
210.32.42.20.04.002,Omega,MARK,engine_median,6417.0,DERIVED,2026-08-13T12:05:36.604874+00:00
210.32.42.20.06.001,Omega,MARK,manual_check,4016.0,VERIFIED,2026-08-09
210.32.42.20.06.001,Omega,MARK,engine_median,4208.85,DERIVED,2026-08-13T12:05:36.604874+00:00
210.32.42.20.06.002,Omega,MSRP,watchbase,6900.0,VERIFIED,2026-08-13T12:05:36+00:00
210.32.42.20.06.002,Omega,MARK,engine_median,6417.0,DERIVED,2026-08-13T12:05:36.604874+00:00
210.32.42.20.10,Omega,MARK,manual_check,4619.0,VERIFIED,2026-08-09
210.32.42.20.10.001,Omega,MARK,manual_check,4619.0,VERIFIED,2026-08-09
210.32.42.20.10.001,Omega,MSRP,watchbase,6300.0,VERIFIED,2026-08-13T12:05:36+00:00
210.32.42.20.10.001,Omega,MARK,engine_median,5859.0,DERIVED,2026-08-13T12:05:36.604874+00:00
210.32.44.51.01.001,Omega,MARK,manual_check,5510.0,VERIFIED,2026-08-09
210.32.44.51.01.001,Omega,MARK,engine_median,5209.74,DERIVED,2026-08-13T12:05:36.604874+00:00
210.32.44.51.01.002,Omega,MARK,engine_median,8742.0,DERIVED,2026-08-13T12:05:36.604874+00:00
210.52.42.20.04.001,Omega,MARK,engine_median,930.0,DERIVED,2026-08-13T12:05:36.604874+00:00
210.52.42.20.04.001,Omega,MARK,engine_median,33108.0,DERIVED,2026-08-19T21:47:49.086150+00:00
210.52.42.20.04.001,Omega,MARK,engine_median,930.0,DERIVED,2026-08-20T04:37:33.725646+00:00
210.55.42.20.99.001,Omega,MARK,engine_median,175212.0,DERIVED,2026-08-13T12:05:36.604874+00:00
210.60.42.20.99.001,Omega,MARK,engine_median,12555.0,DERIVED,2026-08-13T12:05:36.604874+00:00
210.60.44.51.03.001,Omega,MARK,engine_median,25389.0,DERIVED,2026-08-13T12:05:36.604874+00:00
210.62.42.20.01.002,Omega,MARK,engine_median,930.0,DERIVED,2026-08-13T12:05:36.604874+00:00
210.62.42.20.01.003,Omega,MARK,engine_median,930.0,DERIVED,2026-08-13T12:05:36.604874+00:00
210.62.42.20.01.003,Omega,MARK,engine_median,32550.0,DERIVED,2026-08-19T21:47:49.086150+00:00
210.62.42.20.01.003,Omega,MARK,engine_median,930.0,DERIVED,2026-08-20T04:37:33.725646+00:00
210.62.42.20.10.001,Omega,MARK,engine_median,30690.0,DERIVED,2026-08-13T12:05:36.604874+00:00
210.90.42.20.01.001,Omega,MARK,manual_check,7672.0,VERIFIED,2026-08-09
210.90.42.20.01.001,Omega,MSRP,watchbase,9700.0,VERIFIED,2026-08-13T12:05:36+00:00
210.90.42.20.01.001,Omega,MARK,engine_median,10509.0,DERIVED,2026-08-13T12:05:36.604874+00:00
210.90.42.20.01.001,Omega,MARK,engine_median,7722.29,DERIVED,2026-08-20T19:55:02.750956+00:00
210.90.42.20.01.003,Omega,MARK,engine_median,30969.0,DERIVED,2026-08-13T12:05:36.604874+00:00
210.90.42.20.10.001,Omega,MARK,manual_check,8953.0,VERIFIED,2026-04
210.90.42.20.10.001,Omega,MSRP,watchbase,12500.0,VERIFIED,2026-08-13T12:05:36+00:00
210.90.42.20.10.001,Omega,MARK,engine_median,11625.0,DERIVED,2026-08-13T12:05:36.604874+00:00
210.92.42.20.01.001,Omega,MARK,manual_check,6982.0,VERIFIED,2026-08-09
210.92.42.20.01.003,Omega,MARK,engine_median,15438.0,DERIVED,2026-08-13T12:05:36.604874+00:00
210.92.42.20.10.001,Omega,MSRP,watchbase,11700.0,VERIFIED,2026-08-13T12:05:36+00:00
210.92.42.20.10.001,Omega,MARK,engine_median,10695.0,DERIVED,2026-08-13T12:05:36.604874+00:00
210.92.44.20.01.0,Omega,MARK,manual_check,6494.0,VERIFIED,2026-08-09
210.92.44.20.01.001,Omega,MARK,manual_check,5546.0,VERIFIED,2026-08-09
210.92.44.20.01.001,Omega,MARK,engine_median,6045.0,DERIVED,2026-08-13T12:05:36.604874+00:00
210.92.44.20.01.002,Omega,MARK,engine_median,6928.5,DERIVED,2026-08-13T12:05:36.604874+00:00
210.92.44.20.01.003,Omega,MARK,manual_check,6494.0,VERIFIED,2026-08-09
210.92.44.20.01.003,Omega,MARK,engine_median,5436.55,DERIVED,2026-08-13T12:05:36.604874+00:00
210.92.44.20.01.003,Omega,MARK,engine_median,9951.0,DERIVED,2026-08-14T21:47:56.498486+00:00
210.92.44.20.01.003,Omega,MARK,engine_median,5436.55,DERIVED,2026-08-16T06:20:51.808998+00:00
211.026,A. Lange & Söhne,MARK,manual_check,14173.0,VERIFIED,2026-08-09
211.032,A. Lange & Söhne,MARK,manual_check,14607.0,VERIFIED,2026-08-09
212.30.36.20.01.001,Omega,MARK,manual_check,2947.0,VERIFIED,2026-08-09
212.30.36.20.01.002,Omega,MARK,manual_check,3050.0,VERIFIED,2026-08-09
212.30.36.20.01.002,Omega,MARK,engine_median,2747.5,DERIVED,2026-08-13T12:05:36.604874+00:00
212.30.36.61.01.001,,MARK,engine_median,2536.2,DERIVED,2026-08-14T21:47:56.498486+00:00
212.30.36.61.01.001,,MARK,engine_median,2435.19,DERIVED,2026-08-16T06:20:51.808998+00:00
212.30.41.20.01.002,Omega,MARK,manual_check,3148.0,VERIFIED,2026-08-09
212.30.41.20.01.003,Omega,MARK,manual_check,3364.0,VERIFIED,2026-08-09
212.30.41.20.01.005,Omega,MARK,manual_check,4787.0,VERIFIED,2026-08-09
212.30.41.20.03.001,Omega,MARK,manual_check,3315.0,VERIFIED,2026-08-09
212.30.41.20.03.001,Omega,MARK,engine_median,2800.07,DERIVED,2026-08-20T19:55:02.750956+00:00
212.30.41.20.04.001,,MARK,engine_median,3020.05,DERIVED,2026-08-16T06:20:51.808998+00:00
212.30.41.61.01.001,Omega,MARK,manual_check,2573.0,VERIFIED,2026-08-09
212.30.42.50.03.001,,MARK,engine_median,2759.51,DERIVED,2026-08-14T21:47:56.498486+00:00
212.30.44.50.01.001,Omega,MARK,manual_check,4019.0,VERIFIED,2026-08-09
212.30.44.50.01.001,Omega,MARK,engine_median,3198.64,DERIVED,2026-08-13T22:07:35.994213+00:00
212.30.44.52.01.001,Omega,MARK,engine_median,3682.07,DERIVED,2026-08-13T12:05:36.604874+00:00
212.30.44.52.03.001,Omega,MARK,engine_median,3682.07,DERIVED,2026-08-13T12:05:36.604874+00:00
212.32.41.20.04.001,Omega,MARK,manual_check,5492.0,VERIFIED,2026-08-09
213.30.42.40.01.001,Omega,MARK,manual_check,3160.0,VERIFIED,2026-08-09
214270,Rolex,MARK,manual_check,7506.0,VERIFIED,2026-08-09
214270,Rolex,MARK,engine_median,7440.0,DERIVED,2026-08-13T12:05:36.604874+00:00
214270,Rolex,MARK,engine_median,7482.56,DERIVED,2026-08-13T22:07:35.994213+00:00
214270,Rolex,MARK,engine_median,7440.0,DERIVED,2026-08-14T21:47:56.498486+00:00
214270,Rolex,MARK,engine_median,7423.53,DERIVED,2026-08-17T21:49:35.588367+00:00
214270,Rolex,MARK,engine_median,7440.0,DERIVED,2026-08-20T04:37:33.725646+00:00
214270,Rolex,MARK,engine_median,7482.56,DERIVED,2026-08-21T21:45:15.687735+00:00
215.23.40.20.04.001,Omega,MSRP,watchbase,9800.0,VERIFIED,2026-08-13T12:05:36+00:00
215.23.40.20.04.001,Omega,MARK,engine_median,9579.0,DERIVED,2026-08-13T12:05:36.604874+00:00
215.23.40.20.04.001,Omega,MARK,engine_median,6678.33,DERIVED,2026-08-16T10:01:25.617322+00:00
215.23.40.20.04.001,Omega,MARK,engine_median,9579.0,DERIVED,2026-08-17T21:49:35.588367+00:00
215.23.40.20.04.001,Omega,MARK,engine_median,6678.33,DERIVED,2026-08-19T21:47:49.086150+00:00
215.23.40.20.04.001,Omega,MARK,engine_median,9579.0,DERIVED,2026-08-20T04:37:33.725646+00:00
215.23.40.20.04.001,Omega,MARK,engine_median,6678.33,DERIVED,2026-08-21T21:45:15.687735+00:00
215.30.40.,Omega,MARK,manual_check,4246.0,VERIFIED,2026-08-09
215.30.40.20.01.001,Omega,MARK,manual_check,4302.0,VERIFIED,2026-08-09
215.30.40.20.01.001,Omega,MARK,engine_median,7440.0,DERIVED,2026-08-13T12:05:36.604874+00:00
215.30.40.20.03.0,Omega,MARK,manual_check,5714.0,VERIFIED,2026-08-09
215.30.40.20.03.001,Omega,MARK,manual_check,4246.0,VERIFIED,2026-08-09
215.30.40.20.03.001,Omega,MSRP,watchbase,7400.0,VERIFIED,2026-08-13T12:05:36+00:00
215.30.40.20.03.001,Omega,MARK,engine_median,6366.02,DERIVED,2026-08-13T12:05:36.604874+00:00
215.30.40.20.03.002,Omega,MARK,manual_check,5714.0,VERIFIED,2026-08-09
215.30.40.20.03.002,Omega,MSRP,watchbase,8300.0,VERIFIED,2026-08-13T12:05:36+00:00
